Altitude_km,Diameter_m,Delta_h_km,ShellVol_km3,Human_made,Total,N_human_bin,N_total_bin
662.5,0.02935,25.0,15541513625.740633,2.059e-09,2.059e-09,31.999976555399964,31.999976555399964
687.5,0.02935,25.0,15652191934.926601,2.867e-09,2.867e-09,44.874834277434566,44.874834277434566
712.5,0.02935,25.0,15763262943.19427,3.417e-09,3.417e-09,53.86306947689482,53.86306947689482
737.5,0.02935,25.0,15874726650.543634,4.822e-09,4.822e-09,76.54793190892141,76.54793190892141
762.5,0.02935,25.0,15986583056.974699,6.084e-09,6.084e-09,97.26237131863407,97.26237131863407
787.5,0.02935,25.0,16098832162.487463,7.263e-09,7.263e-09,116.92581799614645,116.92581799614645
812.5,0.02935,25.0,16211473967.081924,8.492e-09,8.492e-09,137.66783692845968,137.66783692845968
837.5,0.02935,25.0,16324508470.758085,7.309e-09,7.309e-09,119.31583241277085,119.31583241277085
862.5,0.02935,25.0,16437935673.515945,6.068e-09,6.068e-09,99.74539366689476,99.74539366689476
887.5,0.02935,25.0,16551755575.355503,5.121e-09,5.121e-09,84.76154030139553,84.76154030139553
912.5,0.02935,25.0,16665968176.27676,3.898e-09,3.898e-09,64.96394395112682,64.96394395112682
937.5,0.02935,25.0,16780573476.279715,3.195e-09,3.195e-09,53.61393225671369,53.61393225671369
962.5,0.02935,25.0,16895571475.36437,2.693e-09,2.693e-09,45.49977398315625,45.49977398315625
987.5,0.02935,25.0,17010962173.530724,2.488e-09,2.488e-09,42.32327388774444,42.32327388774444
1012.5,0.02935,25.0,17126745570.778774,2.357e-09,2.357e-09,40.36773931032557,40.36773931032557
1037.5,0.02935,25.0,17242921667.108524,2.292e-09,2.292e-09,39.52077646101274,39.52077646101274
1062.5,0.02935,25.0,17359490462.519974,2.132e-09,2.132e-09,37.01043366609259,37.01043366609259
1087.5,0.02935,25.0,17476451957.013123,1.984e-09,1.984e-09,34.67328068271404,34.67328068271404
1112.5,0.02935,25.0,17593806150.58797,1.769e-09,1.769e-09,31.12344308039012,31.12344308039012
1137.5,0.02935,25.0,17711553043.244514,1.508e-09,1.508e-09,26.709021989212726,26.709021989212726
1162.5,0.02935,25.0,17829692634.982758,1.297e-09,1.297e-09,23.125111347572638,23.125111347572638
1187.5,0.02935,25.0,17948224925.8027,1.221e-09,1.221e-09,21.914782634405096,21.914782634405096
312.5,0.03025,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03025,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03025,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03025,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03025,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03025,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03025,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03025,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03025,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03025,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03025,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03025,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03025,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03025,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03025,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03025,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03025,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03025,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03025,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03025,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03025,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03025,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03025,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03025,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03025,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03025,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03025,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03025,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03025,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03025,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03025,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03025,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03025,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03025,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03025,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03025,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03115,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03115,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03115,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03115,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03115,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03115,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03115,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03115,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03115,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03115,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03115,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03115,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03115,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03115,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03115,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03115,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03115,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03115,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03115,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03115,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03115,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03115,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03115,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03115,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03115,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03115,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03115,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03115,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03115,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03115,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03115,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03115,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03115,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03115,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03115,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03115,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03205,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03205,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03205,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03205,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03205,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03205,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03205,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03205,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03205,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03205,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03205,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03205,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03205,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03205,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03205,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03205,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03205,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03205,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03205,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03205,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03205,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03205,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03205,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03205,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03205,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03205,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03205,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03205,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03205,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03205,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03205,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03205,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03205,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03205,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03205,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03205,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03295,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03295,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03295,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03295,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03295,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03295,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03295,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03295,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03295,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03295,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03295,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03295,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03295,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03295,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03295,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03295,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03295,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03295,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03295,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03295,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03295,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03295,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03295,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03295,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03295,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03295,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03295,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03295,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03295,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03295,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03295,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03295,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03295,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03295,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03295,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03295,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03385,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03385,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03385,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03385,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03385,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03385,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03385,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03385,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03385,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03385,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03385,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03385,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03385,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03385,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03385,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03385,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03385,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03385,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03385,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03385,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03385,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03385,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03385,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03385,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03385,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03385,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03385,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03385,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03385,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03385,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03385,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03385,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03385,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03385,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03385,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03385,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03475,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03475,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03475,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03475,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03475,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03475,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03475,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03475,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03475,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03475,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03475,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03475,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03475,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03475,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03475,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03475,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03475,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03475,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03475,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03475,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03475,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03475,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03475,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03475,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03475,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03475,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03475,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03475,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03475,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03475,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03475,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03475,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
1112.5,0.03475,25.0,17593806150.58797,1.401e-09,1.401e-09,24.648922416973747,24.648922416973747
1137.5,0.03475,25.0,17711553043.244514,1.074e-09,1.074e-09,19.022207968444608,19.022207968444608
1162.5,0.03475,25.0,17829692634.982758,9.518e-10,9.518e-10,16.97030144997659,16.97030144997659
1187.5,0.03475,25.0,17948224925.8027,9.044e-10,9.044e-10,16.23237462289596,16.23237462289596
312.5,0.03565,25.0,14033250700.71544,1.015e-10,1.015e-10,1.4243749461226172,1.4243749461226172
337.5,0.03565,25.0,14138431222.757627,2.946e-11,2.946e-11,0.4165181838224397,0.4165181838224397
362.5,0.03565,25.0,14244004443.881514,5.206e-11,5.206e-11,0.7415428713484716,0.7415428713484716
387.5,0.03565,25.0,14349970364.087097,2.314e-10,2.314e-10,3.3205831422497543,3.3205831422497543
412.5,0.03565,25.0,14456328983.374378,1.117e-10,1.117e-10,1.614771947442918,1.614771947442918
437.5,0.03565,25.0,14563080301.74336,1.74e-10,1.74e-10,2.533975972503345,2.533975972503345
462.5,0.03565,25.0,14670224319.19404,3.358e-10,3.358e-10,4.926261326385359,4.926261326385359
487.5,0.03565,25.0,14777761035.726418,5.208e-10,5.208e-10,7.696257947406318,7.696257947406318
512.5,0.03565,25.0,14885690451.340496,4.557e-10,4.557e-10,6.7834091386758635,6.7834091386758635
537.5,0.03565,25.0,14994012566.036272,7.668e-10,7.668e-10,11.497408835636612,11.497408835636612
562.5,0.03565,25.0,15102727379.813747,8.829e-10,8.829e-10,13.334198003637558,13.334198003637558
587.5,0.03565,25.0,15211834892.67292,1.316e-09,1.316e-09,20.018774718757562,20.018774718757562
612.5,0.03565,25.0,15321335104.613792,9.687e-10,9.687e-10,14.84177731583938,14.84177731583938
637.5,0.03565,25.0,15431228015.636364,2.614e-09,2.614e-09,40.33723003287346,40.33723003287346
662.5,0.03565,25.0,15541513625.740633,1.622e-09,1.622e-09,25.208335100951306,25.208335100951306
687.5,0.03565,25.0,15652191934.926601,2.249e-09,2.249e-09,35.20177966164993,35.20177966164993
712.5,0.03565,25.0,15763262943.19427,2.708e-09,2.708e-09,42.68691605017008,42.68691605017008
737.5,0.03565,25.0,15874726650.543634,3.566e-09,3.566e-09,56.609275235838595,56.609275235838595
762.5,0.03565,25.0,15986583056.974699,4.598e-09,4.598e-09,73.50630889596967,73.50630889596967
787.5,0.03565,25.0,16098832162.487463,5.682e-09,5.682e-09,91.47356434725377,91.47356434725377
812.5,0.03565,25.0,16211473967.081924,7.155e-09,7.155e-09,115.99309623447117,115.99309623447117
837.5,0.03565,25.0,16324508470.758085,6.019e-09,6.019e-09,98.25721648549292,98.25721648549292
862.5,0.03565,25.0,16437935673.515945,5.055e-09,5.055e-09,83.0937648296231,83.0937648296231
887.5,0.03565,25.0,16551755575.355503,4.264e-09,4.264e-09,70.57668577331587,70.57668577331587
912.5,0.03565,25.0,16665968176.27676,3.122e-09,3.122e-09,52.03115264633605,52.03115264633605
937.5,0.03565,25.0,16780573476.279715,2.66e-09,2.66e-09,44.63632544690404,44.63632544690404
962.5,0.03565,25.0,16895571475.36437,2.197e-09,2.197e-09,37.11957053137552,37.11957053137552
987.5,0.03565,25.0,17010962173.530724,1.936e-09,1.936e-09,32.93322276795548,32.93322276795548
1012.5,0.03565,25.0,17126745570.778774,1.794e-09,1.794e-09,30.725381553977122,30.725381553977122
1037.5,0.03565,25.0,17242921667.108524,1.724e-09,1.724e-09,29.726796954095096,29.726796954095096
1062.5,0.03565,25.0,17359490462.519974,1.645e-09,1.645e-09,28.556361810845356,28.556361810845356
1087.5,0.03565,25.0,17476451957.013123,1.576e-09,1.576e-09,27.54288828425268,27.54288828425268
